 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,279068,3528571,38809091,3559047,307466,330654,343302,295345,290752,15278631,0,15285859,275846,273211,275319,277954,283841,792770,6810011,851644,431748,341631,303160,298417,283224,274265,277864,271013,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635
11,287003,286491,3558623,38826840,3566211,340059,353067,303745,299017,286551,15285859,0,15283691,280981,283149,285859,291911,301095,818831,6861649,944033,351351,311785,306907,291279,282065,285769,278723,271135,271135,271135,271135,271225,271225,271135,271135,271135,271135,271135,271135,271225,271225,271135,271135,271135,271135,271135,271135,271225,271225,271135,271135,271135,271135,271135,271135,271225,271225,271135,271135,271135,271135,271135,271135
12,276952,276459,297812,3556703,38814137,3578146,340698,293105,288548,276519,275846,15283691,0,15271139,273231,275846,281689,290550,307659,848976,6928472,839039,300860,296153,281076,272185,275756,268957,261635,261635,261635,261635,261725,261725,261635,261635,261635,261635,261635,261635,261725,261725,261635,261635,261635,261635,261635,261635,261725,261725,261635,261635,261635,261635,261635,261635,261725,261725,261635,261635,261635,261635,261635,261635
13,274307,273819,294967,303773,3552219,38834014,3587443,290305,285793,273879,273211,280981,15271139,0,15270621,273211,278999,287775,304719,345641,924377,6835799,797985,293323,278391,269585,273121,266387,259135,259135,259135,259135,259225,259225,259135,259135,259135,259135,259135,259135,259225,259225,259135,259135,259135,259135,259135,259135,259225,259225,259135,259135,259135,259135,259135,259135,259225,259225,259135,259135,259135,259135,259135,259135
14,276423,275931,297243,306117,304551,3577519,38849050,3542545,287997,275991,275319,283149,273231,15270621,0,15275319,281151,289995,307071,348309,427653,838391,6800285,795587,280539,271665,275229,268443,261135,261135,261135,261135,261225,261225,261135,261135,261135,261135,261135,261135,261225,261225,261135,261135,261135,261135,261135,261135,261225,261225,261135,261135,261135,261135,261135,261135,261225,261225,261135,261135,261135,261135,261135,261135
15,279068,278571,300088,309047,307466,330654,3593302,38804348,3540752,278631,277954,285859,275846,273211,15275319,0,15283841,292770,310011,351644,431748,341631,803160,6798417,783224,274265,277864,271013,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635,263725,263725,263635,263635,263635,263635,263635,263635
16,285001,284505,306437,315583,313969,337641,350553,3551595,42805966,4034589,283841,291911,281689,278999,281151,15283841,0,26298989,316533,359035,440811,348813,309539,804697,13289221,1530075,283715,276721,269189,269189,269189,269189,269315,269315,269189,269189,269189,269189,269189,269189,269315,269315,269189,269189,269189,269189,269189,269189,269315,269315,269189,269189,269189,269189,269189,269189,269315,269315,269189,269189,269189,269189,269189,269189
17,293956,293439,316080,325515,323850,348270,361590,311085,4056280,31301521,792770,301095,290550,287775,289995,292770,26298989,0,11326511,370356,454716,359811,319296,314301,1548320,14788885,1042656,285441,277671,277671,277671,277671,277785,277785,277671,277671,277671,277671,277671,277671,277785,277785,277671,277671,277671,277671,277671,277671,277785,277785,277671,277671,277671,277671,277671,277671,277785,277785,277671,277671,277671,277671,277671,277671
18,311223,310653,334707,344703,342939,368811,382923,329415,324213,810689,6810011,818831,307659,304719,307071,310011,316533,11326511,0,11392277,481653,381105,338181,332889,315891,1055895,10809957,1052313,294081,294081,294081,294081,294135,294135,294081,294081,294081,294081,294081,294081,294135,294135,294081,294081,294081,294081,294081,294081,294135,294135,294081,294081,294081,294081,294081,294081,294135,294135,294081,294081,294081,294081,294081,294081
19,353014,352365,379658,390997,388996,418344,434352,373655,367742,352401,851644,6861649,848976,345641,348309,351644,359035,370356,11392277,0,11546354,432297,383606,377603,358314,346975,1101590,10842919,1083581,333581,333581,333581,333635,333635,333581,333581,333581,333581,333581,333581,333635,333635,333581,333581,333581,333581,333581,333581,333635,333635,333581,333581,333581,333581,333581,333581,333635,333635,333581,333581,333581,333581,333581,333581
20,433422,432621,466146,480069,477612,513648,533304,458775,451494,432657,431748,944033,6928472,924377,427653,431748,440811,454716,481653,11546354,0,11530793,471006,463635,439938,426015,431694,1171047,10909581,1159581,409581,409581,409635,409635,409581,409581,409581,409581,409581,409581,409635,409635,409581,409581,409581,409581,409581,409581,409635,409635,409581,409581,409581,409581,409581,409581,409635,409635,409581,409581,409581,409581,409581,409581
21,342963,342333,368847,379863,377919,406431,421983,363015,357273,342369,341631,351351,839039,6835799,838391,341631,348813,359811,381105,432297,11530793,0,11372681,366849,348111,337095,341577,333153,1074081,10824081,1074081,324081,324135,324135,324081,324081,324081,324081,324081,324081,324135,324135,324081,324081,324081,324081,324081,324081,324135,324135,324081,324081,324081,324081,324081,324081,324135,324135,324081,324081,324081,324081,324081,324081
22,304346,303789,327310,337085,335360,360660,374460,322135,317050,303825,303160,311785,300860,797985,6800285,803160,309539,319296,338181,383606,471006,11372681,0,11325531,308910,299135,303106,295631,287581,1037581,10787581,1037581,287635,287635,287581,287581,287581,287581,287581,287581,287635,287635,287581,287581,287581,287581,287581,287581,287635,287635,287581,287581,287581,287581,287581,287581,287635,287635,287581,287581,287581,287581,287581,287581
23,299585,299037,322189,331811,330113,355017,368601,317095,312091,299073,298417,306907,296153,293323,795587,6798417,804697,314301,332889,377603,463635,366849,11325531,0,11304077,294455,298363,291005,283081,283081,1033081,10783081,1033135,283135,283081,283081,283081,283081,283081,283081,283135,283135,283081,283081,283081,283081,283081,283081,283135,283135,283081,283081,283081,283081,283081,283081,283135,283135,283081,283081,283081,283081,283081,283081
24,284358,283851,305778,314907,313296,336924,349812,300945,296262,283911,283224,291279,281076,278391,280539,783224,13289221,1548320,315891,358314,439938,348111,308910,11304077,0,17779465,283134,276153,268635,268635,268635,1018635,17268725,1768725,268635,268635,268635,268635,268635,268635,268725,268725,268635,268635,268635,268635,268635,268635,268725,268725,268635,268635,268635,268635,268635,268635,268725,268725,268635,268635,268635,268635,268635,268635
25,275365,274875,296105,304945,303385,326265,338745,291425,286895,274935,274265,282065,272185,269585,271665,274265,1530075,14788885,1055895,346975,426015,337095,299135,294455,17779465,0,6774175,267415,260135,260135,260135,260135,1760225,17260225,1010135,260135,260135,260135,260135,260135,260225,260225,260135,260135,260135,260135,260135,260135,260225,260225,260135,260135,260135,260135,260135,260135,260225,260225,260135,260135,260135,260135,260135,260135
26,278954,278445,299998,308957,307376,330564,343212,295255,290602,278481,277864,285769,275756,273121,275229,277864,283715,1042656,10809957,1101590,431694,341577,303106,298363,283134,6774175,0,6770959,263581,263581,263581,263581,263635,1013635,10763581,1013581,263581,263581,263581,263581,263635,263635,263581,263581,263581,263581,263581,263581,263635,263635,263581,263581,263581,263581,263581,263581,263635,263635,263581,263581,263581,263581,263581,263581
27,272077,271581,292601,301339,299797,322413,334749,287975,283439,271617,271013,278723,268957,266387,268443,271013,276721,285441,1052313,10842919,1171047,333153,295631,291005,276153,267415,6770959,0,6757081,257081,257081,257081,257135,257135,1007081,10757081,1007081,257081,257081,257081,257135,257135,257081,257081,257081,257081,257081,257081,257135,257135,257081,257081,257081,257081,257081,257081,257135,257135,257081,257081,257081,257081,257081,257081
28,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,1083581,10909581,1074081,287581,283081,268635,260135,263581,6757081,0,6750081,250081,250081,250135,250135,250081,1000081,10750081,1000081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
29,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,1159581,10824081,1037581,283081,268635,260135,263581,257081,6750081,0,6750081,250081,250135,250135,250081,250081,1000081,10750081,1000081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
30,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,1074081,10787581,1033081,268635,260135,263581,257081,250081,6750081,0,6750081,250135,250135,250081,250081,250081,1000081,10750081,1000081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
31,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,1037581,10783081,1018635,260135,263581,257081,250081,250081,6750081,0,6750135,250135,250081,250081,250081,250081,1000081,10750081,1000135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
32,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,1033135,17268725,1760225,263635,257135,250135,250135,250135,6750135,0,17750225,250135,250135,250135,250135,250135,1000135,14750225,1500225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135
33,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,1768725,17260225,1013635,257135,250135,250135,250135,250135,17750225,0,11250135,250135,250135,250135,250135,250135,1500225,13250225,750135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135
34,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,1010135,10763581,1007081,250081,250081,250081,250081,250135,11250135,0,11250081,250081,250081,250081,250081,250135,750135,6750081,750081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
35,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,1013581,10757081,1000081,250081,250081,250081,250135,250135,11250081,0,11250081,250081,250081,250081,250135,250135,750081,6750081,750081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
36,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,1007081,10750081,1000081,250081,250081,250135,250135,250081,11250081,0,11250081,250081,250081,250135,250135,250081,750081,6750081,750081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
37,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,1000081,10750081,1000081,250081,250135,250135,250081,250081,11250081,0,11250081,250081,250135,250135,250081,250081,750081,6750081,750081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
38,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,1000081,10750081,1000081,250135,250135,250081,250081,250081,11250081,0,11250081,250135,250135,250081,250081,250081,750081,6750081,750081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
39,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,1000081,10750081,1000135,250135,250081,250081,250081,250081,11250081,0,11250135,250135,250081,250081,250081,250081,750081,6750081,750135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
40,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,1000135,14750225,1500225,250135,250135,250135,250135,250135,11250135,0,18250225,250135,250135,250135,250135,250135,750135,25258231,3250225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135
41,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,250135,1500225,13250225,750135,250135,250135,250135,250135,250135,18250225,0,7250135,250135,250135,250135,250135,250135,3250225,33009228,2750135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135
42,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,750135,6750081,750081,250081,250081,250081,250081,250135,7250135,0,7250081,250081,250081,250081,250081,250135,2750135,29009084,2750081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
43,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,750081,6750081,750081,250081,250081,250081,250135,250135,7250081,0,7250081,250081,250081,250081,250135,250135,2750081,29009084,2750081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
44,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,750081,6750081,750081,250081,250081,250135,250135,250081,7250081,0,7250081,250081,250081,250135,250135,250081,2750081,29009084,2750081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081
45,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,750081,6750081,750081,250081,250135,250135,250081,250081,7250081,0,7250081,250081,250135,250135,250081,250081,2750081,29009084,2750081,250081,250135,250135,250081,250081,250081,250081,250081,250081
46,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,750081,6750081,750081,250135,250135,250081,250081,250081,7250081,0,7250081,250135,250135,250081,250081,250081,2750081,29009084,2750081,250135,250135,250081,250081,250081,250081,250081,250081
47,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,750081,6750081,750135,250135,250081,250081,250081,250081,7250081,0,7250135,250135,250081,250081,250081,250081,2750081,29009084,2750135,250135,250081,250081,250081,250081,250081,250081
48,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,750135,25258231,3250225,250135,250135,250135,250135,250135,7250135,0,14250225,250135,250135,250135,250135,250135,2750135,33009228,3250225,250135,250135,250135,250135,250135,250135
49,264785,264315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,3250225,33009228,2750135,250135,250135,250135,250135,250135,14250225,0,7250135,250135,250135,250135,250135,250135,3250225,25258231,750135,250135,250135,250135,250135,250135
50,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,2750135,29009084,2750081,250081,250081,250081,250081,250135,7250135,0,7250081,250081,250081,250081,250081,250135,750135,6750081,750081,250081,250081,250081,250081
51,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,2750081,29009084,2750081,250081,250081,250081,250135,250135,7250081,0,7250081,250081,250081,250081,250135,250135,750081,6750081,750081,250081,250081,250081
52,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,2750081,29009084,2750081,250081,250081,250135,250135,250081,7250081,0,7250081,250081,250081,250135,250135,250081,750081,6750081,750081,250081,250081
53,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,2750081,29009084,2750081,250081,250135,250135,250081,250081,7250081,0,7250081,250081,250135,250135,250081,250081,750081,6750081,750081,250081
54,264671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,2750081,29009084,2750081,250135,250135,250081,250081,250081,7250081,0,7250081,250135,250135,250081,250081,250081,750081,6750081,750081
55,764671,264189,284635,293135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,2750081,29009084,2750135,250135,250081,250081,250081,250081,7250081,0,7250135,250135,250081,250081,250081,250081,750081,6750081
56,13264785,1514315,284725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,2750135,33009228,3250225,250135,250135,250135,250135,250135,7250135,0,18250225,250135,250135,250135,250135,250135,750135
57,1514785,14764315,1034725,293225,291725,313725,325725,280225,275875,264375,263725,271225,261725,259225,261225,263725,269315,277785,294135,333635,409635,324135,287635,283135,268725,260225,263635,257135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,250225,250225,250135,250135,250135,250135,250135,250135,3250225,25258231,750135,250135,250135,250135,250135,250135,18250225,0,11250135,250135,250135,250135,250135,250135
58,264671,1014189,10784635,1043135,291635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,750135,6750081,750081,250081,250081,250081,250081,250135,11250135,0,11250081,250081,250081,250081,250081
59,264671,264189,1034635,10793135,1041635,313635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,750081,6750081,750081,250081,250081,250081,250135,250135,11250081,0,11250081,250081,250081,250081
60,264671,264189,284635,1043135,10791635,1063635,325635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,750081,6750081,750081,250081,250081,250135,250135,250081,11250081,0,11250081,250081,250081
61,264671,264189,284635,293135,1041635,10813635,1075635,280135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,750081,6750081,750081,250081,250135,250135,250081,250081,11250081,0,11250081,250081
62,264671,264189,284635,293135,291635,1063635,10825635,1030135,275725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,750081,6750081,750081,250135,250135,250081,250081,250081,11250081,0,11250081
63,11264671,264189,284635,293135,291635,313635,1075635,10780135,1025725,264225,263635,271135,261635,259135,261135,263635,269189,277671,294081,333581,409581,324081,287581,283081,268635,260135,263581,257081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,250081,250081,250135,250135,250081,250081,250081,250081,750081,6750081,750135,250135,250081,250081,250081,250081,11250081,0
